Building Name,Address,Broker,Broker Phone
LINCOLN PARK,"1060 NW 24th St, Miami, FL, 33127",Roy Arias,786-348-1122
CARVER RANCHES,"4030 SW 19th St, West Park, FL, 33023",Lavarian Scott Jones,954-902-8556
BIRD ROAD HIGHLANDS,"3501 SW 89th Ave, Miami, FL, 33165",Giovanni Altamiranda,305-965-5890
"Tropical Smoothie Cafe - Palm Coast, FL","5234 State Rte 100, Palm Coast, FL, 32164",Jim Wauldron,904-687-5939
SILVER BLUFF HOMESITES,"2633 SW 34th Ave, Miami, FL, 33133",Victor Tibaldeo,305-206-4777
310 N Atlantic Avenue,"310 N Atlantic Avenue, Cocoa Beach, FL, 32931",Garrett Bell,No Phone Number Available
7924 N SOCRUM LOOP Road,"7924 N SOCRUM LOOP Road, Lakeland, FL, 33805",Joseph Poletto,401-450-9720
36TH ST MANOR,"1121 NW 40th St, Miami, FL, 33127",David Gutierrez,786-897-7482
NORTH ROCKMOOR TRACK,"52 NW 61st St, Miami, FL, 33127",Suleman Jivani,305-753-6006
104 & 106 Boskind Road,"104 & 106 Boskind Road, Indialantic, FL, 32903",Eric Van Dam,No Phone Number Available
17 AVE MANOR,"1946 NW 49th St, Miami, FL, 33142",Adrian Rodriguez,786-291-3727
Profitable Electronics Business for Sale in Pembroke Pines,"12141 Pembroke Rd, Pembroke Pines, FL, 33027",Carlos Cardenas,954-707-0927
1343 N PEARL Street,"1343 N PEARL Street, Jacksonville, FL, 32206",BAILEY JORDAN,No Phone Number Available
HOLLYWOOD PARK,"2516 Cleveland St, Hollywood, FL, 33020",Alexander Nevidomy,954-906-0000
ROSELAWN HEIGHTS,"731 SW 8th Ave, Hallandale Beach, FL, 33009",Karena Clarke,954-554-7089
LIBERTY CITY,"1749 NW 69th St, Miami, FL, 33147",Rolando Ramirez,305-803-0894
MARDEN HEIGHTS,"7801 NW 6th Ave, Miami, FL, 33150",Katherine Fuentes,786-586-3870
PROGRESSO,"1020 NE 16th Ter, Fort Lauderdale, FL, 33304",Marina Bartashnik,847-875-9435
0 N Highway Us 1 Highway N,"0 N Highway Us 1 Highway N, Cocoa, FL, 32926",Gene Artusa,321-720-5053
2.67acres by I95 and Indian River $50k,"120 Old Mission Rd, Edgewater, FL, 32132",Miro Lakic,386-761-5676
2024 N DAVIS Street,"2024 N DAVIS Street, Jacksonville, FL, 32209",THOMAS RAIMONDI,No Phone Number Available
Port. Charlotte,"9301 AGATE ST, Port Charlotte, FL, 33981",Jose Hooker-Gomez,407-272-6986
333 N Star Avenue,"333 N Star Avenue, Panama City, FL, 32404",Linda Barfield-jegg,No Phone Number Available
1684 Ackley Road,"1684 Ackley Road, Cocoa, FL, 32922",Tatiana Valencia,No Phone Number Available
5TH ADDN TO LAWNDALE,"1031 NW 108th Ter, Miami, FL, 33168",David Moreno,786-280-9392
673 S Orlando Avenue,"673 S Orlando Avenue, Cocoa Beach, FL, 32931",Heather Pauley,No Phone Number Available
2918 Pineapple Avenue N,"2918 Pineapple Avenue N, Melbourne, FL, 32935",Michael Grayson,No Phone Number Available
THE TROPICS ADDN,"9200 NW 32nd Ct, Miami, FL, 33147",Raoul Lopez,305-788-5309
INFINITY AT BRICKELL COMM,"40 SW 13th St, Miami, FL, 33130",Scott Lehr,305-992-4674
HAZELWOOD ACRES,"1906 SW 8th St, Fort Lauderdale, FL, 33312",Terrence Green,773-412-9350
103 Flint Street,"103 Flint Street, Sebastian, FL, 32958",Vicky Santana,772-538-8383
FLORAL PK 1ST AMD,"1894 NW 53rd St, Miami, FL, 33142",Madeline Lopez,305-726-5370
Established Boutique MedSpa in Clearwater Highly Profitable,"2368 Sunset Point Rd, Clearwater, FL, 33763",Danilo Aquino,689-243-6300
0000 Rosalind Avenue,"0000 Rosalind Avenue, Cape Canaveral, FL, 32920",Mary Gal,No Phone Number Available
1843 HUBBARD Street,"1843 HUBBARD Street, Jacksonville, FL, 32206",Thomas Love,904-382-7695
Xxxx S Fiske Boulevard,"Xxxx S Fiske Boulevard, Cocoa, FL, 32922",Matthew Hausmann,No Phone Number Available
22184 NW 278th Street,"22184 NW 278th Street, Okeechobee, FL, 34972",Denise Cashin,No Phone Number Available
LEHIGH ACRES,"4436/4438 25th st sw, Lehigh Acres, FL, 33973",Becky Mato,786-519-0381
FRANKLIN PARK,"2512 NW 9th Pl, Fort Lauderdale, FL, 33311",josh mor,818-430-7387
WEST PERRINE ADDN,"10540 SW 172nd St, Miami, FL, 33157",Gabriela Burke,305-773-5543
431 Palm Way Way,"431 Palm Way Way, Georgetown, FL, 32139",Evelyn Coira Arquette,No Phone Number Available
EVANSTON HEIGHTS,"1869 NW Flagler Ter, Miami, FL, 33125",Lazaro Villamil,305-582-8435
6180 98th Lane,"6180 98th Lane, Sebastian, FL, 32958",Lisa Purcell,No Phone Number Available
BISC GARDENS SEC B,"15860 NW 2nd Ave, Miami, FL, 33169",Jose Fernandez,305-761-0801
LOW PRICED RENTAL POOL HOME NEAR DOWNTOWN FORT LAUDERDALE!,"1632 NW 7th Terrace, Fort Lauderdale, FL, 33311",Heather Gogola,954-998-5893
1233/1235 BELMONT Terrace,"1233/1235 BELMONT Terrace, Jacksonville, FL, 32207",ERICA JOLLES PA,No Phone Number Available
ROOSEVELT GARDENS 3RD ADD,"3000 NW 13th St, Fort Lauderdale, FL, 33311",Christopher Lazaro,305-859-4733
Lawn Biz Residential -  Lawn/Landscaping,"Lawn Biz Residential, Apopka, FL, 32703",Susan M Barnes,407-908-4663
Lawn Equipment Sales,"Lawn Equipment Sales, Melbourne, FL, 32907",Susan M Barnes,407-908-4663
Mapleleaf Condo Package Deal,"1202 #1 Ridgewood Ave holly hill fl usa, Daytona Beach, FL, 32117",Justin Poritzky,407-616-5837
J W NEELEYS,"325 NW 6th Ct, Pompano Beach, FL, 33060",Ariel Levi,718-737-6482
CORAL TERR SEC NO 2,"7471-73 SW 22nd St, Miami, FL, 33155",Martin Rodriguez,786-229-6289
00 DIVISION Street,"00 DIVISION Street, Hastings, FL, 32145",Nichole Brosch,No Phone Number Available
1651 NW 3RD STREET - GROUND UP DEVELOPMENT,"1651 NW 3rd St, Miami, FL, 33125",Ken Wellar,215-454-2879
COLLEGE TRACT 2ND ADD,"414 Phippen Waiters Rd, Dania Beach, FL, 33004",Elior Levi,954-743-7594
Contractor Cabinets,"Construction, Kissimmee, FL, 34741",Susan M Barnes,407-908-4663
Continental Court Townhomes,"1244, 1246, 1248, 1250 Continental Ct, Tallahassee, FL, 32304",Bryan Cureton,850-545-3687
Full service Salon & Spa,"N Pine Island Rd, Fort Lauderdale, FL, 33351",Saif Aldin Gad,305-773-1878
ROOSEVELT GARDENS 3RD ADD,"1281 NW 30th Ave, Fort Lauderdale, FL, 33311",Sadrack Dericier,786-651-6978
5760 Us Highway 1,"5760 Us Highway 1, Vero Beach, FL, 32967",Isabel Castro,No Phone Number Available
NEW HAVEN SUB,"2339 NW 35th St, Miami, FL, 33142",Mayelin Ortega Gonzalez,786-781-3118
Lehigh Acres,"3978 Sunset Road, Lehigh Acres, FL, 33971",Nancy Velasquez,305-781-2423
927 N Grandview Avenue,"927 N Grandview Avenue, Daytona Beach, FL, 32118",Tina Turner,386-383-3690
24 MARION Street,"24 MARION Street, St Augustine, FL, 32084",Camilo De LA Cruz Perez,No Phone Number Available
17 AVE MANOR,"1985 NW 49th St, Miami, FL, 33142",Raffaele Schiraldi,305-505-6403
SUNSHINE VILLAS FIRST ADD,"5308-5312 NW 18th Pl, Lauderhill, FL, 33313",Tomy Jacob,954-907-8824
OPA LOCKA PL NO 3,"881 West Dr, Opa-Locka, FL, 33054",Eddie Brown,786-282-9339
GREYNOLDS PARK GARDENS,"16900 NE 23rd Ave, North Miami Beach, FL, 33160",Oriah Ben Gal,305-929-3355
5 Single Family Homes In Starke FL,"524 St Clair St, Starke, FL, 32091",Jeff Boyer,904-513-8575
FRANKLIN SUB,"6532 SW 59th Ct, South Miami, FL, 33143",carlos fong,305-588-8927
POMPANO BEACH HIGHLANDS 2,"1885 NE 53rd St, Pompano Beach, FL, 33064",Roberto Barreto,954-243-8678
CENTRAL PARK,"2909 SW 3rd St, Miami, FL, 33135",Nordis Martin,786-372-3996
coffee shop/Le Crepes,"10300 Southside Blvd, Jacksonville, FL, 32256",Samer Azzrak,818-808-6905
0 Indian Harbor Avenue,"0 Indian Harbor Avenue, Oak Hill, FL, 32759",Patricia Collado,No Phone Number Available
"4 SFR homes in Daytona Beach & Holly Hill, FL","828 Essex Rd, Daytona Beach, FL, 32117",John Desmedt,813-326-2728
ALLAPATTAH SCH SUB,"1740 NW 41st St, Miami, FL, 33142",Eduardo Torrealba,305-877-4231
441 Holiday Park Boulevard NE,"441 Holiday Park Boulevard NE, Palm Bay, FL, 32907",Roy Clarke,No Phone Number Available
THE TROPICS AMD,"2934 NW 94th St, Miami, FL, 33147",Joshua Cadillac,954-608-0931
HARWOOD 2ND ADDN TO RIVER,"525 NW 23rd Ct, Miami, FL, 33125",Paty Cobo,954-391-1570
5217 SECLUDED OAKS Lane,"5217 SECLUDED OAKS Lane, Jacksonville, FL, 32210",Tobin Bossola,904-910-8084
Greek Athenian Grill,"6006 SW 18th St, Boca Raton, FL, 33433",Tom Tsambourlianos,954-445-2611
BEACON MANOR,"525 Beacom Blvd, Miami, FL, 33125",Herson Richiez,954-829-6073
1870 Keewin Avenue,"1870 Keewin Avenue, Palm Bay, FL, 32905",Candace Mulvaney,No Phone Number Available
321 N 14TH Street,"321 N 14TH Street, Fernandina Beach, FL, 32034",Camilo De LA Cruz Perez,No Phone Number Available
ARCH CREEKS ESTATES,"1491 NE 143rd St, Miami, FL, 33161",Daniel Silverstein,305-528-5371
1538 ELLA Street,"1538 ELLA Street, Jacksonville, FL, 32209",Antoinette Jackson,904-401-7858
SILVER BLUFF HOMESITES,"3334 SW 24th St, Miami, FL, 33145",Jenny Gutierrez Sandberg,305-297-3826
ROSE MARIE BONIELLO GARDE,"2259 NW 52nd Ct, Tamarac, FL, 33309",Vanessa De Almeida,954-415-7216
5601 Collins Ave # 7B,"5601 Collins Ave # 7B, Miami Beach, FL, 33140",Anastasia Brosda,305-788-9393
BISC GARDENS SEC A,"161 NW 156th St, Miami, FL, 33169",Ana Remond,305-401-9700
619 W International Speedway Boulevard,"619 W International Speedway Boulevard, Daytona Beach, FL, 32114",Renee Rau,386-843-9277
ARCOLA GARDENS,"8320 NW 10th Ave, Miami, FL, 33150",James Bunyan,786-525-5984
TOWN OF HIALEAH 1 ADDN AM,"250 E 10th St, Hialeah, FL, 33010",Mayelin Ortega Gonzalez,786-781-3118
18 Pine Hurst Lane,"18 Pine Hurst Lane, Palm Coast, FL, 32164",Lisa Giacona,No Phone Number Available
Hallandale,"726 SW 7th St, Hallandale Beach, FL, 33009",Juana Drago,754-246-7777
PORTLAND PLACE,"531 NW 25th Ave, Miami, FL, 33125",Maria Pallares,305-331-9877
THE TROPICS AMD,"2980 NW 91st St, Miami, FL, 33147",Emmanuel Aldabe,305-796-6966
316 N Saturn Ave,"316 N Saturn Ave, Clearwater, FL, 33755",Benjamin Magnie,727-455-0221
2745 N Wickham Road,"2745 N Wickham Road, Melbourne, FL, 32935",Paul Rufo,No Phone Number Available
327 Booth Street,"327 Booth Street, Cocoa, FL, 32927",David Andai,321-775-5765
54 ST BUS CENTER SUB,"5545 NE Miami Pl, Miami, FL, 33137",Nikki Zarazun,786-879-6861
22ND AVE HEIGHTS,"2345-2347 NW 65th St, Miami, FL, 33147",Sandra Metrakos,786-405-2092
PROGRESSO,"1521 NW 5th Ave #1-2, Fort Lauderdale, FL, 33311",Meir Tenenbaum,305-721-7408
61 MARTIN LUTHER KING Avenue,"61 MARTIN LUTHER KING Avenue, St Augustine, FL, 32084",JANICE BROWN,No Phone Number Available
Lake Wales Historic Multi Family,"428 E Johnson Ave, Lake Wales, FL, 33853",Michael Avendano,305-484-4666
HOLLYWOOD COUNTRY ESTATES,"1612 N 58th Ave, Hollywood, FL, 33021",Gil Sklash,954-383-1178
PROFITABLE HVAC REPAIR & SALES BUSINESS,"3603 Commerce Blvd, Kissimmee, FL, 34741",Bryan Sona,202-875-9986
PINEWOOD PARK PL AMD 2ND,"250 NW 98 Street, Miami, FL, 33150",Michael Marks,305-495-2633
5040 Westridge Avenue,"5040 Westridge Avenue, Port Orange, FL, 32127",Mark Straka,386-846-9233
1805 Ponce De Leon Blvd # 310,"1805 Ponce De Leon Blvd # 310, Coral Gables, FL, 33134",Daniel Simons,786-542-3566
1202 Ridgewood Avenue,"1202 Ridgewood Avenue, Holly Hill, FL, 32117",Rodolphe Brun,386-235-0670
2321 Stone Street,"2321 Stone Street, Melbourne, FL, 32901",Samuel Boyd,443-243-8684
618 S Palmetto Ave Daytona Beach Florida 32114,"618 S Palmetto Ave, Daytona Beach, FL, 32114",Patrick O'Brien,386-478-6557
OAKLAND PARK SECOND ADD,"883 NE 39th St, Oakland Park, FL, 33334",Anne Mourra,786-916-7779
837 Bellevue Avenue,"837 Bellevue Avenue, Daytona Beach, FL, 32114",Michael Yovanovich,386-405-6650
ATLANTIC SHORES DIXIE HIG,"715 NE 6th St, Hallandale Beach, FL, 33009",ALESSANDRO SALAMONE,305-491-4725
000 Mason Avenue,"000 Mason Avenue, Daytona Beach, FL, 32117",Stacy Kelly,386-453-8600
WOODLAWN,"804 SW 30th St, Fort Lauderdale, FL, 33315",Elior Levi,954-743-7594
HOLLYWOOD LAWNS,"924 N 16th Ave, Hollywood, FL, 33020",Jhaun Pryce,305-912-8349
SEMINOLE FOREST,"1210 NW 2nd St, Fort Lauderdale, FL, 33311",Johnathan Ibarra-Blackmoon,646-241-9551
2126 HERSCHEL Street,"2126 HERSCHEL Street, Jacksonville, FL, 32204",Tony Caribaltes,904-536-5779
Hot Tips Nail Salon,"5399 Lyons Rd, Coconut Creek, FL, 33073",Margo Johnson,954-234-8500
ROGERS ADDN,"1700 NW 4th St, Miami, FL, 33125",Katherine Arteta,305-725-2368
TWELFTH ST MANORS,"3631 NW 4th St, Miami, FL, 33125",Becky Luengas,305-790-1429
Kenwood Estates,"4637 HAIRLAND DRIVE, West Palm Beach, FL, 33415",Juan Marin,786-316-5649
O Kathi-Kim,"O Kathi-Kim, Cocoa, FL, 32926",Ralph McCoig,No Phone Number Available
2391 Fox Hollow Drive,"2391 Fox Hollow Drive, Titusville, FL, 32796",Matt Merdian,407-230-8093
Sanford Duplex,"1511 W 12th St, Sanford, FL, 32771",Justin Poritzky,407-616-5837
GOLDEN TWIN HOMES CONDO #,"1017 SW 124 Ct, Miami, FL, 33184",Jenny Gutierrez Sandberg,305-297-3826
B&W Mobile Home Park,"5520 3rd St SE, Highland City, FL, 33846",audrey johnson,727-201-1699
PROGRESSO,"730 NW 2nd Ave, Fort Lauderdale, FL, 33311",Avinash Jagasia,786-690-4270
8487 MCGIRTS VILLAGE Lane,"8487 MCGIRTS VILLAGE Lane, Jacksonville, FL, 32210",ALEXIOUS GAMEL,No Phone Number Available
1858 Keewin Avenue,"1858 Keewin Avenue, Palm Bay, FL, 32905",Candace Mulvaney,No Phone Number Available
835 7TH Avenue S,"835 7TH Avenue S, Jacksonville Beach, FL, 32250",JORDAN HOOTEN,No Phone Number Available
00 YAWN Avenue,"00 YAWN Avenue, Interlachen, FL, 32148",mark venneri,386-256-5508
PINEWOOD PARK EXTENSION,"894 NW 108th St, Miami, FL, 33168",Chris Johnson,305-575-9040
8580 130th Avenue,"8580 130th Avenue, Fellsmere, FL, 32948",Perla Penaloza,No Phone Number Available
CORAL SPRINGS SUB NO 1,"3591 NW 78th Ln, Coral Springs, FL, 33065",Laurane Simon,954-775-6439
ORCHARD VILLA EXTENSION,"1250 NW 58th St, Miami, FL, 33142",Raffaele Capoferro,305-458-0781
AMND MIAMI SUBURBAN ACRES,"3121 SW 23rd Ter, Miami, FL, 33145",William Ortiz,305-298-7978
OSCEOLA PARK,"1712 SW 20th St, Fort Lauderdale, FL, 33315",Albert Zyl,954-554-6613
35-48-42 E 50 OF W 200 OF,"340 NW 6th St, Pompano Beach, FL, 33060",Amilia Honore,954-993-7521
Thriving Pet Grooming Stores Combo Sale in Orlando FL,"3912 Town Center Blvd, Orlando, FL, 32837",Danilo Aquino,689-243-6300
Mi Isla Pizzeria Cubana,"1209 S Military Trl, West Palm Beach, FL, 33415",Mairelys Salazar,786-927-1340
0 Cassia Boulevard,"0 Cassia Boulevard, Satellite Beach, FL, 32937",Michael Toppa,No Phone Number Available
4876 35th Avenue,"4876 35th Avenue, Vero Beach, FL, 32967",Vicky Santana,772-538-8383
1516 ABERDEEN Street,"1516 ABERDEEN Street, Jacksonville, FL, 32205",JUDITH HILL,No Phone Number Available
EVERGLADES LAND SALES CO,"800 SE 15th St, Fort Lauderdale, FL, 33316",Edgard Cuenca,No Phone Number Available
HALLANDALE GARDEN PARK,"417 SW 3rd St, Hallandale Beach, FL, 33009",Concetta Di Guida,954-226-1494
1890 Keewin Avenue,"1890 Keewin Avenue, Palm Bay, FL, 32905",Candace Mulvaney,No Phone Number Available
202 2nd Street,"202 2nd Street, Holly Hill, FL, 32117",Dexter Copp,386-547-7355
OPA LOCKA PLAT NO 3 REV,"1010 Burlington St, Opa-Locka, FL, 33054",Maria Gomez,305-389-1420
WESTEND PARK,"1321 NW 29th Ter, Miami, FL, 33142",Claudia Rivas,No Phone Number Available
2ND,"1064 NW 103rd St, Miami, FL, 33150",Jeatiah Jean,786-419-3969
2822 W Yonge St,"2822 W Yonge St, Pensacola, FL, 32505",Maria White,404-431-2602
1415 WALNUT Street,"1415 WALNUT Street, Jacksonville, FL, 32206",ERICA DAVIS,No Phone Number Available
400 Frances Terrace,"400 Frances Terrace, Daytona Beach, FL, 32118",John Anthony,No Phone Number Available
HOLLYWOOD TERRACE AMEN PL,"1218 N 24th Ave, Hollywood, FL, 33020",Elisabetta Oriente,305-316-1621
REED LAND CO,"5120 SW 26th Ave, Dania Beach, FL, 33312",Alberto Vasquez,786-481-0204
BON AIRE,"2523 NW 11th Ave, Miami, FL, 33127",Elaine Perez,786-287-4344
Unique Opportunity Food Truck Kitchen Manufacturer,"NE 27th Ln, Cape Coral, FL, 33909",Carlos Cardenas,954-707-0927
MAYWOOD PARK,"3021 NW 76 st, Miami, FL, 33147",Michael Arias,786-420-3711
Home Remodeling and Woodworks,"Main st, Fort Lauderdale, Fort Lauderdale, FL, 33316",Mahmoud Mustafa,954-610-2155
MARCIA-JANE SUB,"22300 SW 117th Ave, Miami, FL, 33170",Amanda Davenport,786-999-9837
FIRST ADDN TO BETH ANN,"6875 SW 25th Ter, Miami, FL, 33155",Lisa Rosedietcher,786-229-9214
SCOTTS PARK FIRST ADD,"620 NW 9th Ave, Pompano Beach, FL, 33060",Alejandra Restrepo,305-458-0959
FRANCES PK,"2373 NW 61st St, Miami, FL, 33142",Alejandro Bespalko,786-277-7071
HOLLEMAN PARK,"352 SW 17 RD, Miami, FL, 33129",Osvaldo Negrin,305-223-1947
MIAMI GARDENS ESTATES,"5843 SW 26th St, West Park, FL, 33023",Pierre Amilcar,786-541-6930
BELLCAMP MANOR,"460 NW 82nd Ter, Miami, FL, 33150",Thomas Bichi,305-608-6357
LAWNDALE 3RD ADDN,"1090 NW 112th Ter, Miami, FL, 33168",Alejandro Patino,954-328-6498
501 TSCHETTER DRIVE,"501 TSCHETTER DRIVE, Auburndale, FL, 33823",Hank Dajani,727-776-9119
LAWNDALE 3RD ADDN,"1090 NW 112 St, Miami, FL, 33168",Cesar De La Flor,305-979-3151
QUANTUM ON THE BAY,"1900 N BAYSHORE DR # 212, Miami, FL, 33132",Rosa Acosta,305-342-5511
Innovative Air Conditioning LLC,"4702 Wadita Ka Way, West Palm Beach, FL, 33417",No Newname,No Phone Number Available
CONNOR ESTATES,"1900 NE 25th Ave, Pompano Beach, FL, 33062",Cecile Pavia,754-777-2548
758 ELLIS Road S,"758 ELLIS Road S, Jacksonville, FL, 32205",Herve Barbera,No Phone Number Available
GOLF VIEW,"4740/4742 SW 14, Lehigh Acres, FL, 33973",Carmin Maurice,954-274-8672
Fort White Country Side Convenience Store with Property,"2980 SW Wilson Springs Rd, Fort White, FL, 32038",Mohammed Meah,407-885-3850
179 Ullian Trail,"179 Ullian Trail, Palm Coast, FL, 32164",Johanna Sawdai,No Phone Number Available
171 Booker Pl,"171 Booker Pl, Pahokee, FL, 33476",Adrian Cortez,954-665-0665
Belmar,"817 Foster Rd, Hallandale Beach, FL, 33009",Maurice Williams,954-639-1667
Charming Boutique Cafe,"North Naples, Naples, FL, 34110",Frank Kupiec,239-676-6722
1604 Bass Avenue,"1604 Bass Avenue, Seville, FL, 32190",John Henning,386-690-2543
LAWRENCE EST LAND COS SUB,"1237 SW 12th Ave, Miami, FL, 33129",William Alvarez,305-775-9186
Lawn Biz Residential,"Lawn Biz Residential, Orlando, FL, 32801",Susan M Barnes,407-908-4663
ROOSEVELT GARDENS 3RD ADD,"1201 NW 30th Ave, Fort Lauderdale, FL, 33311",Christopher Lazaro,305-859-4733
2405/2407 Ansel Avenue S,"2405/2407 Ansel Avenue S, Lehigh Acres, FL, 33973",Emily LaPlante,No Phone Number Available
EASTRIDGE ESTATES,"8810 SE Hobe Ridge Ave, Hobe Sound, FL, 33455",Dan Carmody,772-332-4758
SUNNY HAVEN,"26540-26542 SW 138th Ct, Homestead, FL, 33032",Livan Bec Jr,305-989-2614
1630 LARUE Avenue,"1630 LARUE Avenue, Jacksonville, FL, 32207",LISA NGUYEN,No Phone Number Available
NO MIAMI EST SEC 3,"1515 NW 49th St, Miami, FL, 33142",Melissa Anteola,772-245-6588
175 SW 7th St # 1112,"175 SW 7th St # 1112, Miami, FL, 33130",Ana Guillen,305-775-0644
BISCAYNE BCH SUB,"733 81st St, Miami Beach, FL, 33141",MARINA ALMANZAR,786-445-6304
NORTH HOLLYWOOD,"1935 Liberty St, Hollywood, FL, 33020",Maria Verteramo,786-448-0808
LAKE WORTH TOWN OF,"721 N H St, Lake Worth, FL, 33460",Justin Willard,561-808-6868
OAKLAND PARK SECOND ADD,"405 E Oakland Park Blvd, Oakland Park, FL, 33334",Marilia Rodrigues,954-399-1036
TOWN OF HIALEAH 1ST ADDN,"92 E 15th St, Hialeah, FL, 33010",Maria Arias,305-785-6228
7400 E HWY,"7400 E Hwy 25, Belleview, FL, 34420",Antonio Whitfield,407-745-8650
ALLAPATTAH SCH SUB,"1798 NW 41st St, Miami, FL, 33142",Deborah Pinero,305-898-3817
HOLLYWOOD BEACH HEIGHTS S,"5715 Garfield St, Hollywood, FL, 33021",Giovanni Campos,305-505-2114
0 Indian Harbor Avenue,"0 Indian Harbor Avenue, Oak Hill, FL, 32759",Patricia Collado,No Phone Number Available
3022 POST Street,"3022 POST Street, Jacksonville, FL, 32205",Mike Stetson,No Phone Number Available
LAUDERDALE,"300 SW 23rd St, Fort Lauderdale, FL, 33315",Leon Damjanovic,971-300-9362
HOLLYWOOD BEACH GARDENS,"621 Glenn Pkwy, Hollywood, FL, 33021",Ashley Prophete,786-267-5587
PINEWOOD,"5155 NW 12th Ave, Miami, FL, 33127",Juan Ortega,305-323-9462
129 Michigan Avenue,"129 Michigan Avenue, Daytona Beach, FL, 32114",Kelly Ferguson,No Phone Number Available
PINEMOUNT 2ND REV AMD PL,"7612 NW 4th Ave, Miami, FL, 33150",Danae Lugo,786-620-6682
Flagler County Duplex Investment Opportunity,"1 Wheel Pl, Palm Coast, FL, 32164",Timothy Carroll,904-421-7422
Collier City,"3020 NW 2nd St, Pompano Beach, FL, 33069",Elior Levi,954-743-7594
428 N Oleander Avenue,"428 N Oleander Avenue, Daytona Beach, FL, 32118",James Brodick,386-527-5027
1479 8TH Street W,"1479 8TH Street W, Jacksonville, FL, 32209",Steve Carroll,904-717-2000
OSCEOLA PARK,"1723 SW 21st St, Fort Lauderdale, FL, 33315",Albert Zyl,954-554-6613
VENUS PARK,"60 NW 46th Ave, Miami, FL, 33126",Desiree Avila,954-853-7048
473 Leslie Drive,"473 Leslie Drive, Port Orange, FL, 32127",Diane Caron,386-846-2339
2974 Hester Avenue SE,"2974 Hester Avenue SE, Palm Bay, FL, 32909",Sulymay Garcia,No Phone Number Available
2343 GILMORE Street,"2343 GILMORE Street, Jacksonville, FL, 32204",Shelby Dorsey,904-588-2195
127 & 129 Barnacle Place,"127 & 129 Barnacle Place, Rockledge, FL, 32955",Dawn Strandell,321-514-9425
11467 NW 34th St # 11467,"11467 NW 34th St # 11467, Doral, FL, 33178",Alfredo Peraza,No Phone Number Available
BREEZYWAY MANOR ADD,"3133 SW 13th St, Fort Lauderdale, FL, 33312",Clinton Williams,954-376-0363
LAUDERDALE NORTH PARK SEC,"7632 SW 10th St, North Lauderdale, FL, 33068",Charmaley Mohan,786-222-7975
UDELL ESTS AMD PLAT,"545 NE 143rd St, North Miami, FL, 33161",Harold Hicks,305-206-5000
Classic - New Construction,"2970 SW 162nd Street Rd, Ocala, FL, 34473",Khemraj Sarju,305-417-8997
3742 S Atlantic Avenue,"3742 S Atlantic Avenue, Daytona Beach Shores, FL, 32118",rosana scaccia,347-247-8093
CORAM GARDENS,"2439 SW 42nd Ave, Fort Lauderdale, FL, 33317",Juana Drago,754-246-7777
837 Bellevue Avenue,"837 Bellevue Avenue, Daytona Beach, FL, 32114",Michael Yovanovich,386-405-6650
For Sale: Prime Bar Opportunity in Downtown Miami,"71 SE 2nd Ave, Miami, FL, 33131",Linn Ahsberg,786-815-5032
0 Indian Harbor Avenue,"0 Indian Harbor Avenue, Oak Hill, FL, 32759",Patricia Collado,No Phone Number Available
East FTL Duplex | Town House Development Potential,"1412 NE 17th St, Fort Lauderdale, FL, 33305",shane zvulun,818-451-6720
RAULERSON SUB AMEN PLAT,"105 SE 2nd St, Dania Beach, FL, 33004",Eyal Melamed,305-615-9399
0000 Lemon Street,"0000 Lemon Street, Cocoa, FL, 32922",Laura Burns,No Phone Number Available
Pompano Beach,"2494 NW 5th St, Pompano Beach, FL, 33069",Maxwell Felman,954-494-4095
AVOCADO COURTS,"1241 NW 111th St, Miami, FL, 33167",audley ridley,09542610861
PETERS ADDN TO PRAMAR SUB,"6801 NW 2nd Ave, Miami, FL, 33150",Christine Pierre,786-443-1192
Nokomis Beach Cottages,"417 Shore Rd, Nokomis, FL, 34275",Kelley Ann Ayers,941-544-7802
2334 Talmadge Drive,"2334 Talmadge Drive, Titusville, FL, 32780",Syble Clark,No Phone Number Available
WELLONS PARK,"1853 Taft St, Hollywood, FL, 33020",Yael Saias-Schlesinger,786-873-3449
TOWN OF MODELO (DANIA) B-,"6 NW 7th Ave, Dania Beach, FL, 33004",Elior Levi,954-743-7594
4060 Coquina Avenue,"4060 Coquina Avenue, Titusville, FL, 32780",Jennifer Hendry,772-696-2673
1430 W 22ND Street,"1430 W 22ND Street, Jacksonville, FL, 32209",Antoinette Jackson,904-401-7858
0000 Unknown Street,"0000 Unknown Street, Palm Bay, FL, 32909",Rhonda Pavone,No Phone Number Available
DUPONT ADDN,"3 NE 70th St, Miami, FL, 33138",Scott Lehr,305-992-4674
425 Jefferson Street,"425 Jefferson Street, Daytona Beach, FL, 32114",Patrick O'Brien,No Phone Number Available
4872 35th Avenue,"4872 35th Avenue, Vero Beach, FL, 32967",Vicky Santana,772-538-8383
0 Possum,"0 Possum, Astor, FL, 32102",Darlene Tindall,No Phone Number Available
SUNRISE GOLF VILLAGE SEC,"1880 NW 59th Way, Sunrise, FL, 33313",Chaim Solomon,954-632-3589
Lehigh Park,"2516/2518 Park RD, Lehigh Acres, FL, 33971",ANA NUNEZ DE PRESTI,No Phone Number Available
ARCH CREEKS ESTATES,"1755 NE 148th St, Miami, FL, 33181",Thanh Luc,954-801-3657
