Building Name,Address,Broker,Broker Phone
3514 S Dominique,"3514 S Dominique, Pharr, TX, 78577",Irene Uribe Manrique de Lara,No Phone Number Available
605 N Emerald Avenue,"605 N Emerald Avenue, Edinburg, TX, 78541",Gema Hernandez,956-708-4014
Prime East Texas Investment Property on Hwy 69,"22552 U.S. Hwy 69 N, Mineola, TX, 75773",Jared Laing,979-240-6246
3366 1900,"3366 1900, Stanton, TX, 79782",Michelle Anaya,432-238-1971
1810 N Agua Fina Avenue,"1810 N Agua Fina Avenue, Edinburg, TX, 78541",Christian Campos,No Phone Number Available
120 W Campeche Avenue,"120 W Campeche Avenue, Alton, TX, 78573",Javier Quintanilla,No Phone Number Available
6.26 unrestricted acres one block from 99 in New Caney,"20025 Heights Blvd, New Caney, TX, 77357",Tamarah Curtis,936-756-8083
The Auto Clinic,"2609 10th St, Wichita Falls, TX, 76309",Scott Williams,940-781-7484
1306 E Miller Avenue,"1306 E Miller Avenue, Donna, TX, 78537",Erica Hernandez-Castillo,No Phone Number Available
Oak Cliff Restaurant Mixed Use,"1015 Vermont Ave, Dallas, TX, 75216",Ryan Behring,817-939-8781
2705 E Franklin Avenue,"2705 E Franklin Avenue, Alton, TX, 78573",Lizeth D Gonzalez,956-821-6170
0 Fm 1421,"0 Fm 1421, Brownsville, TX, 78520",Leticia Trevino,No Phone Number Available
1101 N Mechanic,"1101 N Mechanic St, El Campo, TX, 77437",Alexandra Holub,979-253-2529
Portfolio Properties,"multiple locations, Austin, TX, 78665",Tarek Boulbol,800-544-9885
1011 Showers Road,"1011 Showers Road, Mission, TX, 78572",Homer Olivares,956-563-3702
North Park,"11303 N 24th Lane, McAllen, TX, 78504",Avinaash Buxani,956-949-9337
Crazy Deals Mckinney,"803 N McDonald St, McKinney, TX, 75069",saad Jarjis,972-900-0079
1417 Prosperity Drive,"1417 Prosperity Drive, Edinburg, TX, 78541",Danielle Connolly,956-752-8438
2509 E Israel Avenue,"2509 E Israel Avenue, Alton, TX, 78572",Cesar Felix,956-648-2918
1321 Joscelyn Drive,"1321 Joscelyn Drive, Edinburg, TX, 78539",Avinaash Buxani,956-949-9337
2114 E Valley Circle,"2114 E Valley Circle, La Feria, TX, 78559",Arasely Esquivel,No Phone Number Available
706 N Sam Houston Blvd.,"706 N Sam Houston Blvd., San Benito, TX, 78586",Sandra Hamrick,956-204-6233
3200 N Moore Field Road,"3200 N Moore Field Road, Mission, TX, 78573",Jesus Gonzalez,No Phone Number Available
6141 HWY 259 N,"6141 US-259, Naples, TX, 75568",Marcie Whatley,903-650-9905
Turn-Key Ready Restaurant For Sale-Prime Location,"3995 Richmond Ave., Houston, TX, 77027",Alaettin Ozdemir,346-719-9364
Mckinney Nail Salon For Sale,"4701 S Custer Rd, st 100, Mckinney, TX, 75070",Quynh Dang,214-971-0215
3560 Old Port Isabel Road,"3560 Old Port Isabel Road, Brownsville, TX, 78526",Salvador Caballero,No Phone Number Available
2138 S Salinas Street,"2138 S Salinas Street, Donna, TX, 78537",Deldi Ortegon,956-225-5509
Spring Branch Iconic Dry Cleaners!,"1636 Gessner Rd, Houston, TX, 77080",Le Nguyen,281-818-8177
2602 Clearview Street,"2602 Clearview Street, Weslaco, TX, 78596",Roy Vela,956-270-2432
1046 Hidalgo Street,"1046 Hidalgo Street, Mercedes, TX, 78570",Benjamin Cantwell,No Phone Number Available
3700 Sheraton Avenue,"3700 Sheraton Avenue, Pharr, TX, 78577",Claudia Garza,No Phone Number Available
4002 N Inspiration Road,"4002 N Inspiration Road, Mission, TX, 78573",Jisella Ortiz,956-862-2964
604 Dominion Drive,"604 Dominion Drive, Weslaco, TX, 78596",Jisella Ortiz,956-862-2964
22 Ac. E Fm 498,"22 Ac. E Fm 498, Lyford, TX, 78569",RYAN BUSSE,956-536-0389
6700 N 7th Court N,"6700 N 7th Court N, McAllen, TX, 78504",Erma Ramientos,No Phone Number Available
707 Palmer Road,"707 Palmer Road, Mission, TX, 78573",Isaiah Ramos,No Phone Number Available
1017 E Tom Landry Street,"1017 E Tom Landry Street, Mission, TX, 78572",Maria Cantu,No Phone Number Available
311 N Wall St,"311 N Wall St, Iowa Park, TX, 76367",BETHANN OSWALD,No Phone Number Available
517 5th St,"517 5th St, Humble, TX, 77338",CHARLENE FINDLEY,833-522-2666
0 Rural Vista Rd # 16,"0 Rural Vista Rd # 16, San Benito, TX, 78586",Ramiro Ramos Jr,956-999-0670
706 Thompson Road,"706 Thompson Road, Mission, TX, 78573",Gilberto Gutierrez,No Phone Number Available
8207 Silverado North Drive,"8207 Silverado North Drive, Mission, TX, 78574",Fernando Reyes,No Phone Number Available
3906 Las Vistas Lane,"3906 Las Vistas Lane, Weslaco, TX, 78596",Brenda Martinez,No Phone Number Available
000 N Trosper Boulevard,"000 N Trosper Boulevard, Mission, TX, 78573",Dulce Blanco,No Phone Number Available
2414 Westcliff Rd,"2414 Westcliff Rd, Killeen, TX, 76543",Deborah Beene,254-289-1281
109 Chicago Avenue,"109 Chicago Avenue, McAllen, TX, 78501",Irene Uribe Manrique de Lara,No Phone Number Available
717 E Mile 10 Road,"717 E Mile 10 Road, Weslaco, TX, 78599",Yolanda San Miguel,No Phone Number Available
Income Producing Units,"1507 S Bolton St (1 of 2), Jacksonville, TX, 75766",Jarrod Ver Hey,903-574-2424
0 Houston Road,"0 Houston Road, Brownsville, TX, 78521",Bertha De La Rosa,No Phone Number Available
NWC Fm-1464 & Beechnut Rd,"NWC FM 1464 & Beechnut Rd, Richmond, TX, 77407",Preston Cunningham,281-489-8800
720 E Sugarcane Drive,"720 E Sugarcane Drive, Weslaco, TX, 78599",Gabriel Ugalde,956-776-8888
326 N Virginia Avenue,"326 N Virginia Avenue, Mercedes, TX, 78570",Benjamin Cantwell,No Phone Number Available
817 S Missouri Street,"817 S Missouri Street, Alton, TX, 78573",Irene Uribe Manrique de Lara,No Phone Number Available
216 Larkview Street,"2610 Larkview Street, Weslaco, TX, 78599",Gabriela Chavez,No Phone Number Available
300 Retama Lane,"300 Retama Lane, Weslaco, TX, 78596",Cynthia Landin,No Phone Number Available
901 W 8th Street,"901 W 8th Street, Mission, TX, 78572",Gregory Vasquez,No Phone Number Available
1906 E 2 1/2 Street,"1906 E 2 1/2 Street, Mission, TX, 78573",David Aguinaga,No Phone Number Available
2511 Avenue L Galveston,"2511 Avenue L, Galveston, TX, 77550",Nick Corkill,832-729-6425
3311 Marla Court Edinburg Tx 78539,"3311 S Marla Ct, Edinburg, TX, 78539",Marla L. Cantu,No Phone Number Available
2905 Javalina Avenue,"2905 Javalina Avenue, Edinburg, TX, 78542",Nick Cantu,No Phone Number Available
1406 S Michigan Street,"1406 S Michigan Street, Alton, TX, 78573",Tania Salinas,No Phone Number Available
493 W Ruben M Torres Boulevard,"493 W Ruben M Torres Boulevard, Brownsville, TX, 78520",Zaida Trevino,956-455-5956
108 S Esperanza Street,"108 S Esperanza Street, Pharr, TX, 78577",Alejandra Sanchez,No Phone Number Available
203 S Lockhart St,"203 S Lockhart St, Manor, TX, 78653",Giby Parackal,512-653-6525
3612 W Zelma Street,"3612 W Zelma Street, Edinburg, TX, 78541",Alejandro Espinosa,956-994-0500
3102 E Diamondhead Avenue,"3102 E Diamondhead Avenue, Alton, TX, 78573",Pedro Ayala,No Phone Number Available
3004 Links Drive,"3004 Links Drive, Edinburg, TX, 78542",Katherine Gonzalez,No Phone Number Available
5705 Notre Dame Avenue,"5705 Notre Dame Avenue, McAllen, TX, 78504",Michelle Deleon,No Phone Number Available
Two working Cafe's in North Dallas,"T I Blvd, Dallas, TX, 75243",April Fisher,972-624-9077
1101 W Sunset Valley Street,"1101 W Sunset Valley Street, Mission, TX, 78573",Leticia Hernandez,No Phone Number Available
215 W Albatross Avenue,"215 W Albatross Avenue, Pharr, TX, 78577",Rebeca Bermudez,956-328-8473
TBD Clay St,"Clay St A & B, Brenham, TX, 77833",Jake Carlile,979-277-5439
2/1 Duplex near Multi-Million dollar development,"2524 Flint Ave, Waco, TX, 76706",Jessica Hurst,325-650-8159
1105 Showers Road,"1105 Showers Road, Palmview, TX, 78572",Orlando Pena,No Phone Number Available
4729 Ebony Street,"4729 Ebony Street, Pharr, TX, 78577",Brittany Arguelles,No Phone Number Available
000 FM 3167,"000 FM 3167, Rio Grande City, TX, 78582",Javier Garza Jr.,No Phone Number Available
0000 Alex Avenue,"0000 Alex Avenue, La Joya, TX, 78560",Leonardo De Leon,No Phone Number Available
1818 Jason Avenue,"1818 Jason Avenue, Edinburg, TX, 78539",Stephen Smith,956-225-5295
3600 E Moreland Drive,"3600 E Moreland Drive, Weslaco, TX, 78599",Julie R Cerda,No Phone Number Available
HIGH TRAFFIC PROPERTY WITH CHARMING BUSINESS,"1001 E Hubbard St, Mineral Wells, TX, 76067",Jenna Sims,940-327-7030
905 W La Pointe Avenue,"905 W La Pointe Avenue, Mission, TX, 78573",Rebeca Bermudez,956-328-8473
000 Little America Lane,"000 Little America Lane, San Benito, TX, 78526",Jesus Gonzalez,No Phone Number Available
11112 N 29th Street,"11112 N 29th Street, McAllen, TX, 78504",Karen Carreno,956-328-0000
Copia Apartments - 3530 Pera Ave,"3530 Pera Ave, El Paso, TX, 79905",Luis M. Portugal,915-892-1694
2712 Primrose Avenue,"2712 Primrose Avenue, Edinburg, TX, 78541",Gabriel Alcantar,No Phone Number Available
6020 Masters Boulevard,"6020 Masters Boulevard, Harlingen, TX, 78552",Monica Benavides,956-357-4632
105 S Ridge Lane,"105 S Ridge Lane, San Juan, TX, 78589",Raul Ayala,No Phone Number Available
00 Monte Cristo Heights Road,"Lot 12 Monte Cristo Heights Road, Edinburg, TX, 78541",Ulisses Iglesias,No Phone Number Available
3601 Vanessa Lane,"3601 Vanessa Lane, Weslaco, TX, 78596",Tania Salinas,No Phone Number Available
1913 W Mile 2 Road,"1913 W Mile 2 Road, Mission, TX, 78574",Gladys Ramos,No Phone Number Available
Dallas - 330 N. Ewing Ave.,"330 N Ewing Ave, Dallas, TX, 75203",J. Scott Lake,214-526-3626
111 E Royal Palm Dr # 53,"111 E Royal Palm Dr # 53, Mercedes, TX, 78570",Alicia Villarreal,956-435-9265
Carolina Cove Storage Facility,"7 Tomahawk Ln, Huntsville, TX, 77320",Chelsea Boone,832-318-3321
1203 White Oak Drive,"1203 White Oak Drive, Edinburg, TX, 78541",Jesus Gonzalez,No Phone Number Available
000 S Jackson Road,"000 S Jackson Road, Edinburg, TX, 78539",Raul Ceron,956-408-7136
712 Agate Street,"712 Agate Street, Edinburg, TX, 78541",Gilberto Gutierrez,No Phone Number Available
151 Neptune St,"151 Neptune, Bay City, TX, 77414",Yvette Arroyos,979-849-1000
920 French Avenue,"920 French Avenue, Edinburg, TX, 78504",Melissa Garza Martinez,No Phone Number Available
612 Jade Street,"612 Jade Street, Edinburg, TX, 78541",Aurora Garcia,No Phone Number Available
3713 Paola,"3713 Paola, Edinburg, TX, 78541",Osiris Breiter,956-402-0869
2200 Kendlewood Street,"2200 Kendlewood Street, McAllen, TX, 78501",Pedro Guardiola,No Phone Number Available
1105 E Main,"1105 E Main St A & B, Brenham, TX, 77833",Jake Carlile,979-277-5439
0 Palm Blvd.,"0 Palm Blvd., Brownsville, TX, 78520",Grace Valdez,956-372-3345
1301 Alyna Street,"1301 Alyna Street, Edinburg, TX, 78542",Jacob Enriquez,No Phone Number Available
1008 English Avenue,"1008 English Avenue, Edinburg, TX, 78541",Nelda Gomez Barrera,956-369-0000
1.35 Acres Montezuma Street,"1.35 Acres Montezuma Street, Columbus, TX, 78934",Nicola Hammett,979-733-4594
10 Turnkey Properties | Independence Heights Portfolio,"305 E 40th St, Houston, TX, 77018",Adrian Barron,832-616-8504
301 Culverhouse Street,"301 Culverhouse St, Lufkin, TX, 75904",Kaylee Sullivan,936-671-9668
306 W Albatross Avenue,"306 W Albatross Avenue, Pharr, TX, 78577",Rebeca Bermudez,956-328-8473
"1324 N Main Street Paris, TX 75460","1324 N Main Street, Paris, 75460",Karen Marsh,No Phone Number Available
0000 Fm 508,"0000 Fm 508, Combes, TX, 78535",LOLLY BURNS,956-873-2686
5302 Vision Street,"5302 Vision Street, Rio Grande City, TX, 78582",Rodrigo Garza Saenz,No Phone Number Available
1008 W Kohala Avenue W,"1008 W Kohala Avenue W, Alton, TX, 78574",Cesar Felix,956-648-2918
800 Noemi Street,"800 Noemi Street, Donna, TX, 78537",Jesus Gonzalez,No Phone Number Available
2109 Carlos Drive,"2109 Carlos Drive, Edinburg, TX, 78541",Christopher Garcia,No Phone Number Available
"Commercial Opportunity San Saba, TX","301 E Brown St, San Saba, TX, 76877",Jackie Randle,325-642-0502
4651 Palacio Real Drive,"4651 Palacio Real Drive, Brownsville, TX, 78521",Zachary Sanchez,No Phone Number Available
1106,"1106, Edinburg, TX, 78541",Dendea Balli,No Phone Number Available
21272 Ebony Road,"21272 Ebony Road, Rio Hondo, TX, 78583",Brandon Krupala,No Phone Number Available
5808 Ozark Avenue,"5808 Ozark Avenue, McAllen, TX, 78504",Haley Milam,No Phone Number Available
32 Delta Road,"2812 Delta Road, Weslaco, TX, 78596",Jisella Ortiz,956-862-2964
207 W Albatross Avenue,"207 W Albatross Avenue, Pharr, TX, 78577",Rebeca Bermudez,956-328-8473
1407 Arizona Avenue,"1407 Arizona Ave, El Paso, TX, 79902",MIke Santamaria,915-494-5154
Sherwood Duplex,"2403 Sherwood Ln, Austin, TX, 78704",Dominique Davalos,512-965-7790
300 W Decatur Street Chico TX 76431,"300 W Decatur St, Chico, TX, 76431",Lucy Carleton,940-577-2946
Ginger Thai Cuisine,"303 Grasshopper Ln, Houston, TX, 77079",Teddy Nguyen,832-977-4274
612 Buccaneer Drive,"612 Buccaneer Drive, Hidalgo, TX, 78557",Ariana Torres,No Phone Number Available
307 W Leo Najo Street,"307 W Leo Najo Street, Mission, TX, 78572",Maranda Cruz,No Phone Number Available
204 W Campeche Street,"204 W Campeche Street, Alton, TX, 78573",Javier Quintanilla,No Phone Number Available
5323 Vision Street,"5323 Vision Street, Rio Grande City, TX, 78582",Rodrigo Garza Saenz,No Phone Number Available
3113 1/2 Anita Street,"3113-1/2 Anita St, Houston, TX, 77004",Michael Flores,281-889-9352
2105 San Andrea Street,"2105 San Andrea Street, Edinburg, TX, 78542",Carina Veale,956-897-0070
1705 Margaret Street,"1705 Margaret St, Houston, TX, 77093",Gary Bisha,713-683-0054
Beaumont Portfolio,"1920 May St, Beaumont, TX, 77705",Aaron Styron,281-487-3471
1403 W Heritage Drive,"1403 W Heritage Drive, Pharr, TX, 78577",Monica Lopez,No Phone Number Available
4006 Inspiration Road,"4006 Inspiration Road, Mission, TX, 78573",Rosie Martinez,956-600-1579
2034 Huisache Street,"2034 Huisache Street, Sullivan City, TX, 78595",Jesus Gonzalez,No Phone Number Available
908 S Victoria Road,"908 S Victoria Road, Donna, TX, 78537",Juan Ramos,No Phone Number Available
2 Lots for 2 Duplexes - Investor/Developer Opportunity,"312 W Ball St, Weatherford, TX, 76086",Jaimie Johnson,817-821-6770
2613 Larkspur Avenue,"2613 Larkspur Avenue, Edinburg, TX, 78541",Cassandra Celestino,No Phone Number Available
409 Onyx Drive,"409 Onyx Drive, Edinburg, TX, 78541",Avinaash Buxani,956-949-9337
406 E 3rd St Forsan,"406 3rd St, Forsan, TX, 79733",Brooke Atkins,432-816-1755
Investment | 2 Mobiles Homes in Troup!,"1495 Co Rd 4224, Troup, TX, 75789",Kayla Riggs,903-262-4248
5308 Vision Street,"5308 Vision Street, Rio Grande City, TX, 78582",Kenneth De La Cerda,No Phone Number Available
2701 N Breedlove Street,"2701 N Breedlove Street, Harlingen, TX, 78550",Jessica Hernandez,No Phone Number Available
1405 Prosperity Drive,"1405 Prosperity Drive, Edinburg, TX, 78539",Ronaldo Lacayo,956-578-5733
2904 South Van Buren St. (Triplex),"2904 S Van Buren St, Amarillo, TX, 79109",Udi Umondak,469-879-8585
1507 S Bolton,"1507 S Bolton St, Jacksonville, TX, 75766",Jarrod Ver Hey,903-574-2424
Daycare for Sale - Dallas TX,"Danieldale Rd, DUNCANVILLE, TX, 75137",Sara Shah,346-634-6499
220 W Campeche Avenue,"220 W Campeche Avenue, Alton, TX, 78573",Javier Quintanilla,No Phone Number Available
"2708 Mid Valley Dr., Weslaco, TX","2708 Mid Valley Dr., Weslaco, TX, 78599",Homero Castillo,No Phone Number Available
3717 Clavel Street,"3717 Clavel Street, Palmview, TX, 78572",Allyza Trevino,No Phone Number Available
438 W Kings Hwy,"438 W Kings Hwy, San Antonio, TX, 78212",Deborah Homeier,713-818-6658
5704 Puffin Avenue,"5704 Puffin Avenue, McAllen, TX, 78573",Allen Lozano,956-395-1271
